מספר חשבונית,קישור לספק,תאריך חשבונית,שם ספק,סכום כולל מע''מ,סכום לפני מע''מ,סכום מע''מ,קטגוריה,פירוט שורות,החזר חלקי,שם השולח,סטטוס טיפול,סוג חשבונית,קישור לחשבונית,קישור לקובץ בדרייב,קישור לתיקית החודש,קישור למייל המקורי,כתובת מייל שולח,תאריך ושעת קבלת המייל,מזהה מייל,כפילות,שגיאה,תאריך העלאה למערכת,איכות פענוח,הועבר לרוח,ai_missing_fields,execution_log_url,ai_confidence,error_reason,html_content,קישור להרצה
70199,כובעי זיוה,2026-05-07,כובעי זיוה,6200.90,5255.00,945.9,ספקים כיסויי ראש ומטפחות,בנדנה רשת כפול +טול x18,,הדסה אבלס,,,,https://drive.google.com/file/d/1sS_VRnUByc6X2lavxh04D9BaikCCngq7/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e62bdc79176c72,h8420785@gmail.com,2026-05-25T22:51:39.000Z,19e62bdc79176c72,,,26/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3195
70199,כובעי זיוה,2026-05-07,כובעי זיוה,6200.90,5255.00,945.9,ספקים כיסויי ראש ומטפחות,בנדנה רשת כפול +טול x18,,הדסה אבלס,,,,https://drive.google.com/file/d/15tTp6tKFCf8M1VaLuYN9HpBDMQDR7XG2/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e62bdc79176c72,h8420785@gmail.com,2026-05-25T22:51:39.000Z,19e62bdc79176c72,,,26/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3195
01/002698,ST FASHION,2026-05-26,ST FASHION,3082.00,2611.86,470.1,ספקים ביגוד,G4 x7,,,,,,https://drive.google.com/file/d/1neZRo_cc2zbNgef-5SOVRROmJ3Ciivwu/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e63443c41860ea,0584483765st@gmail.com,2026-05-26T07:51:15.000Z,19e63443c41860ea,,,26/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3198
01/002700,ST FASHION,2026-05-26,ST FASHION,852.00,722.03,130.0,ספקים ביגוד,N7 20260042 x5,,,,,,https://drive.google.com/file/d/1QwAZN24wmAJYOEtSOch28zqHsXnRGLvv/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e63c5a4c010612,0584483765st@gmail.com,2026-05-26T10:12:36.000Z,19e63c5a4c010612,,,26/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3204
20262177544,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-27,א.מ סיטי קאר רכב שיתופי בע״מ,182.40,154.58,27.8,שונות,עמלת הזמנה על ידי נציג שינוי תחנה x1,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1SVSWYqwkjNfeUa5vgrPyGYud-mQFQbwy/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e67ce1fc3e949c,no-reply@citycar.co.il,2026-05-27T05:00:18.000Z,19e67ce1fc3e949c,,,27/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3260
01/002248,אסתר מוטצן,2026-05-27,אסתר מוטצן,5203.80,4410.00,793.8,ספקים ביגוד,כותונת פפיון x12,,,,,,https://drive.google.com/file/d/1RrsGEb657kx-yiVttlspI66-5oy542rB/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6803096f4bdbb,a0548468448@gmail.com,2026-05-27T05:58:08.000Z,19e6803096f4bdbb,,,27/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3264
26/182/88,חניון ספרא,2026-05-26,חניון ספרא,24.00,0.00,0.0,הוצאות ניהול,"חניון - כניסה 26/05/26 20:10, כרטיס 180390",,הדסה אבלס,,,,https://drive.google.com/file/d/1hpdVvs_6WD3O2b2gLHA23YzACw0MY8aJ/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6832bfb08a8e5,h8420785@gmail.com,2026-05-27T06:50:16.000Z,19e6832bfb08a8e5,,,27/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3267
735995,מיי קאר ישראל בע״מ,2026-05-27,מיי קאר ישראל בע״מ,626.40,530.85,95.6,הוצאות ניהול,ימים x1,החזר חלקי,,,,,https://drive.google.com/file/d/1fkxBsXsBFMIpwY8uEGHk7OEecOCLi9gG/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e68ea5ce6681ee,do-not-reply@tranzila.com,2026-05-27T10:10:49.000Z,19e68ea5ce6681ee,,,27/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3278
2002394,סמארט סנט בע״מ,2026-05-27,סמארט סנט בע״מ,236.00,200.00,36.0,הוצאות ניהול,"מסילת יוסף 2, מודיעין עלית, אמצע חנות, לתקופה 01/05/26 - 31/05/26 x1",,סמארט סנט בעמ - הנהלת חשבונות,,,,https://drive.google.com/file/d/1MnFtWLREixv4QXckVUquysdUl8-LxDFs/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6805479d61bf5,smart@smartscent.co.il,2026-05-27T06:00:34.000Z,19e6805479d61bf5,,,27/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3283
735995,מיי קאר ישראל בע״מ,2026-05-27,מיי קאר ישראל בע״מ,626.40,530.85,95.6,הוצאות ניהול,ימים x1,החזר חלקי,,,,,https://drive.google.com/file/d/1dCrzguwt_ijt8LzGQ4CEzkp0SRPV71zj/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e68ea5ce6681ee,do-not-reply@tranzila.com,2026-05-27T10:10:49.000Z,19e68ea5ce6681ee,,,27/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3290
735995,מיי קאר ישראל בע״מ,2026-05-27,מיי קאר ישראל בע״מ,626.40,530.85,95.6,הוצאות ניהול,ימים x1,החזר חלקי,,,,,https://drive.google.com/file/d/1fkxBsXsBFMIpwY8uEGHk7OEecOCLi9gG/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e68ea5ce6681ee,do-not-reply@tranzila.com,2026-05-27T10:10:49.000Z,19e68ea5ce6681ee,,,27/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3290
4618,רחלי ברית בע״מ,2026-05-26,רחלי ברית בע״מ,11174.93,9470.28,1704.7,ספקים ביגוד,חצאית טידי אבן חלקים L x1,,הדסה אבלס,,,,https://drive.google.com/file/d/1mlnzRm5GjhY_7R92F9-ElUIcqRkPyuRH/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6aa401e798843,h8420785@gmail.com,2026-05-27T18:13:13.000Z,19e6aa401e798843,,,27/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3300
8130,ציפי וינברג c.u.wear,2026-05-27,ציפי וינברג c.u.wear,8140.82,6899.00,1241.8,ספקים ביגוד,חולצה הדפס פייזלי x13,,הדסה אבלס,,,,https://drive.google.com/file/d/1hdndUz6-2C7bWpMQ_i-x3rQRkwVTuvCs/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6d742fb709c9b,h8420785@gmail.com,2026-05-28T07:19:51.000Z,19e6d742fb709c9b,,,28/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3339
739,רחלי ברית בע״מ,2026-05-27,רחלי ברית בע״מ,46686.29,39564.65,7121.6,ספקים ביגוד,חולצת כפתרה גאומטרי ירוק XS x-6,,הדסה אבלס,,,,https://drive.google.com/file/d/1EPbXtMVhnnZN1bd39LFZWnQvg9KHAiMY/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6d77d0532930f,h8420785@gmail.com,2026-05-28T07:23:50.000Z,19e6d77d0532930f,,,28/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3340
736446,מיי קאר ישראל בע״מ,2026-05-28,מיי קאר ישראל בע״מ,-502.70,-426.02,-76.7,שונות,הזמנה מס' 824178 - BYD ATTO 3 - מספר רכב 36733403 - מסילת יוסף 9 מודיעין עילית,החזר חלקי,,,,,https://drive.google.com/file/d/1G3WMJeGktjDh0aTfwpF5crApTWcGqK2q/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6d9bf4f2ebe17,do-not-reply@tranzila.com,2026-05-28T08:03:16.000Z,19e6d9bf4f2ebe17,,,28/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3348
